sample	sequence_id	v_call	j_call	v_aa_identity	j_aa_identity	bad_v	bad_j	bad_v_identity	bad_j_identity	bad_v_evalue	bad_j_evalue
ERR346596	ERR346596.176929	J558.5	JH2	91.837	78.571	False	True	False	True	False	False
ERR346596	ERR346596.176954	J558.i	JH3	54.639	100.000	True	False	True	False	False	False
ERR346596	ERR346596.176981	J558.17	JH2	53.125	84.615	True	True	True	True	False	False
ERR346596	ERR346596.177054	VHS107.a3.106	JH1	38.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177110	J558.53.146,V23	JH2	72.727	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177181	J558.h	JH4	83.505	87.500	True	False	True	False	False	False
ERR346596	ERR346596.177177	J558.k	JH4	24.742	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177337	VHA1	JH4	96.939	30.769	False	True	False	True	False	False
ERR346596	ERR346596.177367	J558.16.106,J558.6	JH3	80.460	92.308	True	False	True	False	False	False
ERR346596	ERR346596.177376	VH108A	JH1	66.667	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177427	J558.5	JH4	93.878	81.250	False	True	False	True	False	False
ERR346596	ERR346596.177442	VHQ52.a27.79,VOx-1	JH4	80.208	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177432	J558.29	JH3	15.464	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177458	J558.h	JH4	83.673	92.857	True	False	True	False	False	False
ERR346596	ERR346596.177497	VH7183.a4.6,VHD6.96	JH4	58.763	92.857	True	False	True	False	False	False
ERR346596	ERR346596.177563	VH7183.a4.6,VHD6.96	JH4	93.814	42.857	False	True	False	True	False	False
ERR346596	ERR346596.177596	J558.13	JH3	72.917	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177603	VHQ52.a27.79,VOx-1	JH2	79.167	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177671	J558.33	JH2	8.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177679	J558.33	JH2	23.958	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177694	J558.37,J558.38,J558.39		80.000		True	False	True	False	False	False
ERR346596	ERR346596.177753	J558.33	JH4	92.857	81.250	False	True	False	True	False	False
ERR346596	ERR346596.177858	J558.k	JH4	16.495	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177864	VH36-60.a1.85	JH2	39.796	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177964	J558.h	JH4	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177959	VHSM7.a3.93	JH2	64.948	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178027	J558.35	JH4	40.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.177997	J558.5	JH4	94.898	81.250	False	True	False	True	False	False
ERR346596	ERR346596.178127	J558.50	JH3	82.292	92.857	True	False	True	False	False	False
ERR346596	ERR346596.178209	J558.19	JH2	42.857	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178228	VHQ52.a22.67	JH2	35.417	91.667	True	False	True	False	False	False
ERR346596	ERR346596.178316	J558.21pg.111,J558.25pg.115	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178343	J558.55.149	JH2	36.082	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178340	VHQ52.a8.22	JH4	78.351	93.333	True	False	True	False	False	False
ERR346596	ERR346596.178405	J558.5	JH4	98.969	82.353	False	True	False	True	False	False
ERR346596	ERR346596.178383	VH7183.a4.6,VHD6.96	JH4	56.701	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178421	J558.18	JH3	26.042	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178562	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178596	J558.h	JH4	84.694	92.857	True	False	True	False	False	False
ERR346596	ERR346596.178612	VHX24.a1.84	JH2	80.412	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178663	36-60.4.66,36-60.6.70,36-60.8.74	JH2,JH3	71.429	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178669	J558.40	JH2	30.208	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178797	Q52.3.8,VHQ52.a3.8	JH3	54.167	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178842	J558.50	JH3	44.792	100.000	True	False	True	False	False	False
ERR346596	ERR346596.178985	VHSM7.a3.93	JH2	12.371	93.333	True	False	True	False	False	False
ERR346596	ERR346596.178978	Q52.3.8,VHQ52.a3.8	JH2	78.125	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179070	J558.55.149	JH2	27.083	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179093	J558.h	JH4	83.673	92.857	True	False	True	False	False	False
ERR346596	ERR346596.179129	J558.13,J558.54.148	JH3	96.809	69.231	False	True	False	True	False	False
ERR346596	ERR346596.179144	VHSM7.a3.93	JH2	84.375	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179173	J558.50	JH4	82.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179325	Vh10.2a	JH4	91.919	82.353	False	True	False	True	False	False
ERR346596	ERR346596.179349	J558.50	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179463	VHSM7.a3.93	JH2	7.216	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179469	J558.23	JH4	71.134	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179498	J558.21pg.111,J558.25pg.115	JH3	82.474	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179633	J558.21pg.111,J558.25pg.115	JH3	32.990	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179673	J558.54.148	JH3	91.837	83.333	False	True	False	True	False	False
ERR346596	ERR346596.179718	J558.50	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179733	J558.50	JH3	83.696	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179814	VHSM7.a3.93	JH2	30.612	100.000	True	False	True	False	False	False
ERR346596	ERR346596.179948	J558.h	JH4	84.694	92.857	True	False	True	False	False	False
ERR346596	ERR346596.179987	J558.61.157,V3	JH2	92.784	30.769	False	True	False	True	False	False
ERR346596	ERR346596.180008	J558.89pg.195	JH2	60.825	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180015	J558.19.109	JH4	26.042	92.857	True	False	True	False	False	False
ERR346596	ERR346596.180006	H13-3	JH2	13.542	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180105	J558.8	JH2	26.042	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180250	VHSM7.a3.93	JH3	7.292	84.615	True	True	True	True	False	False
ERR346596	ERR346596.180263	J606.4.82	JH2	84.848	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180278	3:3.9,7183.7.10,VH7183.a7.10	JH2	98.969	80.000	False	True	False	True	False	False
ERR346596	ERR346596.180275	VHQ52.a27.79,VOx-1	JH4	7.368	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180335	VHSM7.a3.93	JH3	15.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180413	J558.2	JH3	84.536	92.857	True	False	True	False	False	False
ERR346596	ERR346596.180445	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180463	J558.17	JH2	94.792	84.615	False	True	False	True	False	False
ERR346596	ERR346596.180496	J558.50	JH3	82.474	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180585	VHSM7.a3.93	JH4	15.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180576	Q52.3.8,VHQ52.a3.8	JH4	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180613	VH36-60.a4.111	JH3	75.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180581	J558.27pg.117,J558.38pg.128	JH4	11.579	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180778	J558.21pg.111,J558.25pg.115	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180933	J558.5	JH4	94.898	81.250	False	True	False	True	False	False
ERR346596	ERR346596.180936	VHQ52.a27.79	JH1	19.588	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181020	VHS107.a3.106	JH1	49.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181024	VHSM7.a3.93	JH4	35.714	100.000	True	False	True	False	False	False
ERR346596	ERR346596.180989	VHSM7.a1.83	JH4	57.292	93.750	True	False	True	False	False	False
ERR346596	ERR346596.181099	J558.50	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181035	VHS107.a3.106	JH2	47.525	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181140	VHQ52.a27.79	JH1	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181163	J558.39	JH3	33.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181097	J558.18	JH4	42.268	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181206	VHSM7.a3.93	JH4	43.750	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181230	J558.h	JH4	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181243	J558.61.157,V3	JH2	92.784	84.615	False	True	False	True	False	False
ERR346596	ERR346596.181295	J558.29	JH4	84.337	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181341	VHQ52.a27.79	JH1	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181337	VHQ52.a27.79	JH3	70.833	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181325	J558.h	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181384	VHSM7.a3.93	JH4	55.208	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181436	J558.41pg.131	JH1	83.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181461	J558.29	JH4	15.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181492	VHQ52.a27.79	JH1	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181496	J558.2	JH3	84.536	92.857	True	False	True	False	False	False
ERR346596	ERR346596.181565	J558.50	JH3	82.653	92.857	True	False	True	False	False	False
ERR346596	ERR346596.181570	J558.50	JH3	83.333	92.857	True	False	True	False	False	False
ERR346596	ERR346596.181554	J558.36,J558.65.163,J558.75.177	JH4	40.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181777	J558.47	JH2	98.969	35.714	False	True	False	True	False	False
ERR346596	ERR346596.181795	VHQ52.a27.79,VOx-1	JH4	78.947	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181896	J558.64.162,J558.74.176	JH3	58.763	100.000	True	False	True	False	False	False
ERR346596	ERR346596.181959	J558.h	JH4	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182127	J558.50	JH3	82.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182122	J558.19	JH1	35.417	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182187	VHX24.a1.84	JH4	5.051	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182273	J558.45	JH1	72.917	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182358	J558.l	JH4	29.167	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182355	J558.41pg.131	JH1	83.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182395	VHSM7.a3.93	JH3	21.649	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182381	J558.37	JH2	48.454	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182425	J558.5	JH4	93.878	81.250	False	True	False	True	False	False
ERR346596	ERR346596.182473	VHSM7.a3.93	JH3	94.792	38.462	False	True	False	True	False	False
ERR346596	ERR346596.182471	J558.50	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182486	J558.17	JH2	92.632	78.571	False	True	False	True	False	False
ERR346596	ERR346596.182429	J558.f	JH2	4.124	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182506	Q52.3.8,VHQ52.a3.8	JH4	69.474	93.333	True	False	True	False	False	False
ERR346596	ERR346596.182603	VHQ52.a27.79	JH1	98.969	46.667	False	True	False	True	False	False
ERR346596	ERR346596.182645	VH36-60.a6.114	JH2	51.042	86.667	True	False	True	False	False	False
ERR346596	ERR346596.182685	J558.37.127	JH3	16.495	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182706	J558.24,J558.80.186		66.667		True	False	True	False	False	False
ERR346596	ERR346596.182755	VHSM7.a3.93	JH2	66.327	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182808	J558.33	JH4	7.216	93.333	True	False	True	False	False	False
ERR346596	ERR346596.182831	J558.41pg.131	JK2,JK3,JK4	83.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182953	VHQ52.a27.79	JH1	7.292	100.000	True	False	True	False	False	False
ERR346596	ERR346596.182990	J558.h	JH1	97.938	64.286	False	True	False	True	False	False
ERR346596	ERR346596.183020	VH7183.a19.31	JH1	57.143	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183147	VHQ52.a27.79,VOx-1	JH4	7.368	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183157	VHSM7.a4.108	JH4	62.245	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183187	J558.64.162,J558.74.176	JH3	55.670	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183166	J558.34.124	JH1	67.033	93.750	True	False	True	False	False	False
ERR346596	ERR346596.183228	VHSM7.a3.93	JH3	26.804	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183295	J558.h	JH4	83.505	92.857	True	False	True	False	False	False
ERR346596	ERR346596.183353	J558.15	JH4	97.959	81.250	False	True	False	True	False	False
ERR346596	ERR346596.183419	J558.5	JH2	33.333	85.714	True	False	True	False	False	False
ERR346596	ERR346596.183511	J558.20	JH3	71.605	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183605	gj38c	JK5	50.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183724	VHSM7.a3.93	JH3	15.625	100.000	True	False	True	False	False	False
ERR346596	ERR346596.183884	VHJ606.a6.127#	JH4	92.929	70.588	False	True	False	True	False	False
ERR346596	ERR346596.183910	VHSM7.a3.93	JH2	84.536	92.857	True	False	True	False	False	False
ERR346596	ERR346596.184022	VHQ52.a27.79,VOx-1	JH4	30.526	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184113	VH7183.a4.6,VHD6.96	JH4	95.876	75.000	False	True	False	True	False	False
ERR346596	ERR346596.184170	J558.50	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184152	J558.8	JH3	28.866	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184130	VHA1	JH2	50.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184249	J558.50	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184312	PG.13.69	JH1,JH2,JH3	66.667	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184409	V11,VHS107.a3.106	JH1	47.525	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184426	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	80.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184445	J558.17	JH2	66.667	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184455	J558.1	JH2	100.000	60.000	False	True	False	True	False	False
ERR346596	ERR346596.184363	J558.8	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184470	J558.35	JH4	12.371	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184480	J558.29	JH4	4.124	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184513	VHA1	JH2	58.333	93.333	True	False	True	False	False	False
ERR346596	ERR346596.184558	VH36-60.a1.85	JH4	30.928	93.750	True	False	True	False	False	False
ERR346596	ERR346596.184664	VHSM7.a3.93	JH2	84.375	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184771	J558.50	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184796	V11,VHS107.a3.106	JH1	49.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184882	J558.29	JH4	9.278	100.000	True	False	True	False	False	False
ERR346596	ERR346596.184908	V102	JH2	5.208	93.333	True	False	True	False	False	False
ERR346596	ERR346596.184973	J558.55.149	JH2	30.928	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185055	VH7183.a4.6,VHD6.96	JH4	8.247	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185108	J558.19	JH2	45.361	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185120	J558.f	JH2	69.072	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185162	J606.4.82		50.000		True	False	True	False	False	False
ERR346596	ERR346596.185173	J558.44	JH2	26.042	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185262	J558.29	JH4	10.309	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185248	J558.5	JH4	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185461	MAI1,MBK2,PWK2		66.667		True	False	True	False	False	False
ERR346596	ERR346596.185458	J558.50	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185509	J558.35	JH2	46.316	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185538	J558.h	JH4	82.292	87.500	True	False	True	False	False	False
ERR346596	ERR346596.185658	J558.5	JH4	98.980	82.353	False	True	False	True	False	False
ERR346596	ERR346596.185639	VHSM7.a3.93	JH4	59.794	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185649	VHX24.a1.84	JH3	97.959	80.000	False	True	False	True	False	False
ERR346596	ERR346596.185721	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185675	VHSM7.a1.83	JH4	69.072	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185983	J558.13,J558.54.148	JH4	55.670	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185903	VHSM7.a3.93	JH2	35.052	100.000	True	False	True	False	False	False
ERR346596	ERR346596.185967	J558.h	JH4	25.000	93.750	True	False	True	False	False	False
ERR346596	ERR346596.186000	J558.45	JH4	91.753	82.353	False	True	False	True	False	False
ERR346596	ERR346596.186066	J558.50	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186085	VHQ52.a27.79	JH1	27.083	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186197	J558.29	JH4	7.216	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186242	V11,VHS107.a3.106	JH1	48.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186213	VHSM7.a3.93	JH3	48.454	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186267	VHSM7.a3.93	JH4	62.500	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186409	J558.1	JH2	29.897	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186452	J558.5	JH4	68.750	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186619	VH108A	JH1	52.041	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186678	J558.8	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186693	J558.17	JH3	5.208	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186727	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	77.778	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186881	J558.83.189	JH4	11.340	100.000	True	False	True	False	False	False
ERR346596	ERR346596.186973	VHS107.a3.106	JH2	99.010	84.615	False	True	False	True	False	False
ERR346596	ERR346596.186953	VHQ52.a2.4	JH2	81.443	100.000	True	False	True	False	False	False
ERR346596	ERR346596.187033	J558.44	JH4	4.124	93.333	True	False	True	False	False	False
ERR346596	ERR346596.187145	J558.19	JH2	92.593	78.571	False	True	False	True	False	False
ERR346596	ERR346596.187271	J558.20	JH1	6.186	100.000	True	False	True	False	False	False
ERR346596	ERR346596.187323	Q52.1pg.2,VHQ52.a1psi.2		62.500		True	False	True	False	False	False
ERR346596	ERR346596.187359	VHS107.a3.106	JH1	48.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.187641	VH61-1P,VH7183.a47.76	JH4	80.412	100.000	True	False	True	False	False	False
ERR346596	ERR346596.187735	VHQ52.a9.26	JH4	5.263	100.000	True	False	True	False	False	False
ERR346596	ERR346596.187710	cx9		50.000		True	False	True	False	False	False
ERR346596	ERR346596.187796	J558.k	JH3,JH4	77.778	100.000	True	False	True	False	False	False
ERR346596	ERR346596.187845	V11,VHS107.a3.106	JH1	92.000	62.500	False	True	False	True	False	False
ERR346596	ERR346596.187927	VHQ52.a22.67	JH2	53.125	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188010	J558.45	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188007	J558.h	JH4	84.536	93.750	True	False	True	False	False	False
ERR346596	ERR346596.187996	J558.17	JH3	38.542	93.333	True	False	True	False	False	False
ERR346596	ERR346596.187971	J558.18	JH4	51.042	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188242	VHQ52.a27.79	JH1	39.583	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188220	J558.83.189	JH4	52.083	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188304	J558.50	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188368	J558.46	JH2	81.633	78.571	True	True	True	True	False	False
ERR346596	ERR346596.188437	J558.45	JH4	63.542	93.750	True	False	True	False	False	False
ERR346596	ERR346596.188466	J558.h	JH4	83.673	92.857	True	False	True	False	False	False
ERR346596	ERR346596.188542	J558.34.124	JH1	90.722	82.353	False	True	False	True	False	False
ERR346596	ERR346596.188547	J558.16.106	JH1	98.969	50.000	False	True	False	True	False	False
ERR346596	ERR346596.188529	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188559	J558.46	JH2	25.000	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188618	J558.f	JH1	94.898	46.667	False	True	False	True	False	False
ERR346596	ERR346596.188602	SM7.1.44,SM7.2.49,VHSM7.a3.93	JH2	77.778	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188591	J558.50	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188615	VH61-1P,VH7183.a47.76	JH2	10.309	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188627	J606.4.82	JH2	63.636	92.308	True	False	True	False	False	False
ERR346596	ERR346596.188703	VHSM7.a3.93	JH3	100.000	38.462	False	True	False	True	False	False
ERR346596	ERR346596.188712	J558.h	JH4	84.375	93.750	True	False	True	False	False	False
ERR346596	ERR346596.188718	J558.50	JH3	83.505	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188780	J558.k	JH4	8.163	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188741	J558.50	JH3	82.474	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188800	VHSM7.a3.93	JH4	11.340	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188792	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188822	J558.h	JH2	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188837	J558.70pg.171,J558.n	JH4	91.837	35.714	False	True	False	True	False	False
ERR346596	ERR346596.188826	VH7183.a7.10	JH2	18.367	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188912	VHQ52.a27.79,VOx-1	JH4	81.250	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188889	V11,VHS107.a3.106	JH2	91.089	28.571	False	True	False	True	False	False
ERR346596	ERR346596.189084	J558.50	JH3	83.673	100.000	True	False	True	False	False	False
ERR346596	ERR346596.188989	J558.47	JH2	12.371	92.308	True	False	True	False	False	False
ERR346596	ERR346596.189099	J558.h	JH4	84.536	92.857	True	False	True	False	False	False
ERR346596	ERR346596.189020	J558.50	JH3	83.333	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189151	J558.17	JH2	93.750	78.571	False	True	False	True	False	False
ERR346596	ERR346596.189221	J558.4	JH4	5.155	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189216	J558.54.148	JH3	37.113	91.667	True	False	True	False	False	False
ERR346596	ERR346596.189323	VH7183.a4.6,VHD6.96	JH4	93.750	42.857	False	True	False	True	False	False
ERR346596	ERR346596.189296	VHSM7.a3.93	JH2	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189205	J558.47	JH3	42.708	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189392	J558.h	JH4	84.536	93.750	True	False	True	False	False	False
ERR346596	ERR346596.189451	VH7183.a4.6,VHD6.96	JH4	47.423	85.714	True	False	True	False	False	False
ERR346596	ERR346596.189528	VHX24.a1.84	JH3	70.103	91.667	True	False	True	False	False	False
ERR346596	ERR346596.189512	J558.45	JH3	6.186	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189526	J558.1	JH2	5.155	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189361	J558.5	JH2	91.753	78.571	False	True	False	True	False	False
ERR346596	ERR346596.189584	J558.45	JH3	84.694	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189599	J558.29	JH4	61.458	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189609	Q52.3.8,VHQ52.a3.8	JH3	67.045	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189653	J558.20	JH2	6.186	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189617	VHQ52.a27.79,VOx-1	JH4	78.947	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189716	J558.17	JH2	69.474	100.000	True	False	True	False	False	False
ERR346596	ERR346596.189763	J558.29	JH3	14.583	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190153	J558.17	JH2	61.053	92.308	True	False	True	False	False	False
ERR346596	ERR346596.190280	VHS107.a3.106	JH1	67.327	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190320	VHSM7.a3.93	JH2	11.340	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190437	VHQ52.a27.79	JH1	8.247	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190435	J558.50	JH3	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190378	VHSM7.a3.93	JH4	18.557	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190639	VHQ52.a27.79,VOx-1	JH4	30.526	92.857	True	False	True	False	False	False
ERR346596	ERR346596.190654	J558.50	JH3	82.653	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190682	Q52.1pg.2,VHQ52.a1psi.2		62.500		True	False	True	False	False	False
ERR346596	ERR346596.190760	VH7183.9,VH7183.a15.24	JH2	8.163	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190765	J558.20	JH1	17.347	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190917	VH7183.7b	JH4	68.367	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190866	VH61-1P,VH7183.a47.76	JH4	30.928	100.000	True	False	True	False	False	False
ERR346596	ERR346596.190928	VHX24.a1.84	JH3	89.691	80.000	False	True	False	True	False	False
ERR346596	ERR346596.190960	VHX24.a1.84	JH3	57.732	100.000	True	False	True	False	False	False
ERR346596	ERR346596.191030	VHSM7.a3.93	JH2	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.191130	J558.h	JH4	84.536	93.750	True	False	True	False	False	False
ERR346596	ERR346596.191137	VH36-60.a2.90	JH2	10.309	100.000	True	False	True	False	False	False
ERR346596	ERR346596.191208	VHSM7.a3.93	JH2	98.969	73.333	False	True	False	True	False	False
ERR346596	ERR346596.191299	VHS107.a3.106	JH1	35.644	100.000	True	False	True	False	False	False
ERR346596	ERR346596.191387	VHSM7.a3.93	JH2	84.536	100.000	True	False	True	False	False	False
ERR346596	ERR346596.191373	J558.15pg.105,J558.25pg.115	JH3	9.574	100.000	True	False	True	False	False	False
